car_name,kms_driven,fuel_type,transmission,ownership,manufacture,engine_cc,Seats,company_name,car_prices_in_rupee
1562,15224,4,0,1,2019,1198,7,9,98400
1570,90228,4,1,1,2014,2982,5,9,39900
1438,76279,4,1,2,2014,995,5,18,30700
193,68861,1,1,1,2016,1197,5,8,58800
653,52816,4,1,1,2011,1399,5,27,14400
690,314273,1,1,2,2009,1451,5,29,63400
1355,5439,4,1,1,2009,796,5,3,87629
1835,64164,4,1,1,2017,1199,5,9,46500
675,60834,1,1,1,2012,1968,5,7,20200
803,14700,4,0,1,2019,2523,5,16,155000
85,25000,4,1,1,2022,1997,5,18,23900
1056,10000,4,1,1,2022,1498,5,28,80000
43,39000,1,0,1,2020,1248,7,0,258000
237,80000,1,1,1,2014,1497,5,17,42000
289,25000,4,0,1,2020,2498,5,8,225000
134,75656,1,1,2,2015,1399,5,8,35000
1627,30000,1,1,1,2019,1248,5,18,85000
554,60000,4,1,1,2017,1248,5,7,52000
1782,120000,1,1,3,2011,796,5,17,18000
674,100000,1,1,2,2013,936,5,7,18500
1399,70000,1,1,2,2015,1197,5,18,35000
1408,120000,1,1,2,2015,998,5,18,42000
85,50000,4,1,3,2014,796,5,18,17500
221,90000,1,1,2,2012,2523,5,3,12000
1817,70000,4,1,1,2008,1248,5,9,11500
1644,20000,0,1,1,2020,1956,5,18,50000
103,50000,4,1,2,2007,1248,5,18,80000
232,25000,1,1,2,2014,1199,5,17,45000
1235,65000,1,1,2,2017,1197,7,18,66000
416,90000,1,1,1,2018,1956,7,12,150000
1623,30000,1,1,1,2019,1956,8,18,81000
225,60000,4,1,1,2011,2498,5,3,17500
820,10000,4,1,1,2021,1196,5,18,50000
806,30000,1,1,1,2020,796,5,16,157000
806,32000,1,1,1,2020,1498,5,16,150000
1474,10000,1,1,2,2014,1498,5,17,69000
577,110000,4,1,1,2020,936,5,18,42000
1076,120000,4,1,1,2013,1396,5,18,12000
1075,80000,4,1,2,2007,1120,4,18,85000
548,53000,1,1,1,2018,1197,6,7,65000
1099,80000,1,1,3,2014,1199,5,30,25000
222,50000,1,1,1,2012,796,5,3,11700
589,40000,1,1,1,2018,1462,7,9,64000
1758,60000,1,1,1,2015,1086,5,9,45000
1888,60000,4,1,3,2015,1197,5,9,39000
1497,40000,4,1,1,2018,2956,5,28,35000
34,50000,4,1,2,2012,1497,5,18,85000
1719,10000,4,1,1,2021,1598,5,18,100000
1826,80000,4,1,3,2009,1498,5,9,98000
1817,60000,4,1,1,2011,1197,5,9,20000
1357,400000,1,1,1,2012,799,5,28,20000
387,120000,4,1,1,2017,1498,5,8,65000
1546,90000,4,1,1,2010,999,7,30,17500
152,100000,1,1,1,2014,1498,5,8,49500
1821,40000,4,1,1,2010,1248,5,9,15000
947,50000,4,1,1,2018,2523,5,26,25000
1363,100000,4,1,3,2012,796,7,23,21000
1177,5000,4,1,1,2018,1582,7,4,21500
1363,100000,4,1,3,2012,1199,5,23,21000
1234,60000,1,1,2,2017,1373,5,18,67000
245,50000,1,1,3,2013,1999,5,17,40000
84,50000,0,1,5,2014,1199,5,18,20000
454,120000,1,1,1,2016,1498,7,9,79000
1487,50000,4,1,1,2018,1197,5,28,37000
617,20000,4,1,1,2020,1499,5,18,90000
1756,120000,4,0,1,2022,2179,5,17,95900
1488,100000,4,1,1,2018,2993,5,28,33000
152,70000,1,1,2,2013,1248,5,8,35000
208,50000,4,1,2,2022,1396,5,18,52500
666,60000,4,1,1,2012,1399,5,7,30000
1734,70000,1,0,2,2016,1798,7,17,70000
1694,150000,1,0,3,2013,1498,5,1,130000
1408,60000,1,1,2,2017,814,5,18,42000
854,40000,1,1,1,2011,1997,5,28,10000
674,70000,1,1,2,2012,1399,5,7,13000
1372,80000,4,1,2,2010,1461,5,27,36000
544,120000,1,1,2,2014,796,5,7,42500
530,110000,4,1,1,2013,1582,5,9,18000
1292,80000,1,1,1,2016,1248,7,17,90000
824,60000,1,1,2,2009,998,5,7,11000
493,72310,1,1,2,2014,1248,5,26,39000
89,5000,4,1,1,2022,2179,5,18,42000
1578,70000,1,1,3,2013,1298,5,9,40000
1408,90000,1,1,1,2015,998,7,18,39000
1671,90000,4,1,1,2016,1298,5,18,35000
1802,60000,1,1,1,2019,1995,5,28,61000
1251,18000,1,1,1,2018,2523,5,28,120000
1441,105000,4,1,3,2010,1197,5,18,12500
1654,60000,0,1,3,2015,998,5,18,29000
1384,100000,4,1,1,2010,998,5,18,20000
3,120000,1,0,1,2009,796,5,1,40000
241,100000,1,1,1,2010,1396,5,17,30000
1411,60000,4,1,2,2012,1061,5,18,30000
1648,70600,4,1,1,2013,1499,5,18,23000
1663,25000,4,1,1,2020,1086,5,18,47800
85,30000,4,1,1,2016,1248,5,18,25000
1889,90000,1,1,1,2015,1582,5,9,42000
1791,37200,4,1,1,2007,1582,5,18,10200
564,90000,4,1,1,2015,1197,5,7,59500
1277,60000,4,1,2,2011,1497,5,9,13000
1241,146000,1,1,4,2012,1498,5,18,20000
1574,80000,1,1,2,2013,796,5,9,39500
1578,80000,1,1,2,2014,1197,5,9,60000
1402,25000,4,1,1,2018,1451,5,18,60000
365,60000,4,1,2,2009,1498,5,8,25000
378,110000,1,1,2,2014,1248,5,8,46000
89,20000,4,1,1,2017,796,5,18,30000
201,30000,4,1,1,2018,2143,5,18,53800
803,50000,4,0,1,2019,1248,5,16,160000
1363,60000,4,1,1,2012,1396,5,23,27500
1186,64000,1,1,2,2011,1396,7,18,30000
85,20000,4,1,1,2021,1498,5,18,38000
263,70000,1,0,2,2011,1396,7,20,71000
1408,34000,1,1,1,2015,2179,7,18,51000
1570,60000,4,1,3,2012,1199,5,9,35000
1570,60000,4,1,3,2012,999,5,9,35000
168,90000,1,1,1,2017,1248,5,7,40000
1889,70000,1,1,2,2017,1298,5,9,55000
1744,90000,1,1,3,2013,998,5,17,40000
1488,95105,4,1,1,2019,1198,5,28,39500
1514,20000,4,0,1,2020,1451,7,26,65000
609,100000,1,1,2,2016,796,5,18,55000
1415,90000,4,1,4,2009,1956,5,18,19900
93,60000,4,1,1,2012,2477,7,18,16500
257,25000,4,1,1,2012,1956,5,8,26000
803,35000,4,0,3,2019,814,5,16,145000
103,100000,4,1,1,2007,1248,5,18,90000
424,80000,1,1,1,2018,998,5,12,130000
1084,120000,1,1,2,2013,998,4,22,65000
782,90000,1,1,1,2019,1497,4,28,140000
533,162000,3,1,1,2016,1248,5,9,26000
619,120000,1,1,4,2014,3996,4,18,45000
1643,60000,0,1,2,2021,3996,5,18,51000
1653,80000,0,1,1,2019,1998,5,18,49000
365,120000,4,1,2,2010,1997,5,8,25000
1803,70000,1,0,4,2016,1968,5,28,29000
1146,7100,4,0,1,2021,1968,5,0,17500000
1146,11500,4,0,1,2020,1984,5,0,17500000
56,16000,4,0,1,2021,1998,5,0,418000
1479,5500,4,1,1,2022,1999,5,17,168000
1135,56500,1,0,1,2016,1395,5,0,239000
53,45500,1,0,1,2014,1968,5,0,148000
66,16000,4,0,0,2021,1968,5,0,578000
56,12000,4,0,1,2021,1781,5,0,459000
1711,59000,1,0,1,2018,1798,5,11,298000
50,41000,4,0,1,2018,1248,7,0,338000
1127,44600,1,0,1,2017,1368,5,0,239000
1128,38500,1,0,2,2013,796,5,0,128000
44,57500,4,0,3,2013,1493,5,0,148000
65,12000,4,0,1,2016,1968,5,0,338000
1435,84703,1,1,3,2014,1248,4,18,32900
412,78000,4,0,1,2018,1248,5,12,169000
85,26562,4,1,1,2017,1199,5,18,26700
1144,93021,1,1,3,2013,1998,5,17,19700
52,43900,1,0,1,2019,1798,5,0,328000
1435,107813,1,1,1,2015,1395,5,18,39200
1408,64299,1,1,1,2017,2354,5,18,53700
1487,25424,4,1,1,2019,1248,5,28,40200
24,20800,4,0,1,2019,1086,5,1,558000
54,32000,4,0,1,2016,1968,5,0,208000
50,27000,4,0,2,2018,1498,5,0,328000
78,80046,4,1,3,2010,1498,5,8,29400
1408,104724,1,1,2,2014,1582,5,18,37200
1275,91693,4,1,3,2008,998,5,9,79484
63,85000,1,0,1,2015,1086,5,0,198000
700,84280,1,1,1,2018,1197,5,7,54300
131,72947,1,1,2,2013,1248,5,8,25700
462,38507,1,0,1,2019,1198,5,9,142700
1653,60033,0,1,1,2017,998,7,18,35100
1819,35355,4,1,2,2014,1196,5,9,25700
760,24027,4,1,2,2017,1591,7,9,37300
204,57256,1,1,1,2017,2179,5,18,55800
122,62029,4,1,1,2013,1197,5,8,28200
1653,97811,0,1,1,2014,1498,5,18,27000
678,54910,4,1,1,2011,1197,5,7,16400
1586,69271,4,1,1,2016,1798,5,9,53700
1752,122619,1,1,2,2015,1199,5,17,64300
1439,23976,4,1,1,2020,1968,5,18,59200
1014,159147,1,1,1,2014,1498,5,8,36100
1411,75384,4,1,2,2014,1197,7,18,33000
65,61500,4,0,1,2017,2967,5,0,299000
1497,39477,4,1,1,2018,1197,8,28,35100
63,41000,1,0,2,2016,2523,5,0,258000
377,53234,1,1,2,2015,1582,5,8,51800
1398,67261,4,0,2,2018,2494,5,18,60400
60,71000,1,0,3,2014,998,5,0,138000
211,8201,4,1,1,2020,1591,5,18,65300
242,98105,1,1,1,2015,1197,5,17,47300
1579,93147,1,0,1,2014,1248,7,9,46300
870,139257,1,1,1,2012,1582,7,29,55700
93,140511,4,1,1,2011,1086,7,18,13400
1577,68266,4,1,1,2014,2982,5,9,44900
1834,80283,4,1,2,2011,1493,7,9,20900
1435,55133,1,1,1,2016,1196,7,18,45900
586,58437,1,1,2,2014,998,5,9,58300
1275,117816,4,1,1,2013,2494,7,9,16900
694,212661,1,1,2,2013,1373,5,29,118000
238,67918,1,1,1,2016,1399,5,17,52200
577,18636,4,1,1,2022,2755,5,18,46800
94,111556,4,1,2,2015,1197,5,18,20100
863,141834,1,1,1,2015,1197,5,29,79300
614,24920,4,1,2,2014,1197,5,18,41100
672,115042,1,1,2,2011,1462,5,7,12500
895,57189,1,0,2,2018,1197,5,29,176100
1856,10188,4,1,1,2016,2143,5,9,56500
1827,55892,4,1,4,2008,998,5,9,13000
1892,38285,4,1,1,2019,1086,5,9,66400
1520,26523,4,1,1,2021,998,5,29,92800
1892,35986,4,1,1,2019,1461,5,9,66400
282,51609,1,0,1,2016,1248,4,20,192900
1670,42561,4,1,1,2019,1248,5,18,41300
1279,30778,4,1,1,2008,1086,5,9,10500
1653,30819,0,1,2,2017,796,5,18,33500
1004,77464,1,1,3,2012,1498,5,23,13900
1623,55142,1,1,1,2016,1493,5,18,54200
1417,64705,1,1,2,2015,1399,5,18,47900
1814,83013,4,1,4,2009,1248,5,9,13000
31,91817,4,1,4,2009,1968,5,18,54430
151,76012,1,1,1,2018,814,7,8,56100
477,20507,1,0,1,2020,1199,7,9,177300
662,118039,1,1,1,2009,1497,5,7,17400
1804,169306,1,1,1,2014,1196,5,28,28000
58,71000,1,0,1,2014,1493,5,0,169000
529,51841,4,1,2,2016,998,5,9,21600
1499,10098,4,1,1,2017,1399,5,28,41400
387,58328,4,1,3,2015,1461,5,8,49700
578,94128,4,1,1,2018,998,5,18,30900
1459,38979,1,1,1,2017,796,5,17,51600
1653,54087,0,1,1,2016,1197,5,18,32400
675,71969,1,1,1,2010,1591,5,7,12600
497,59609,1,1,1,2018,1197,7,26,60200
1653,94509,0,1,1,2015,1197,5,18,28700
85,52254,4,1,1,2018,1198,5,18,26400
1404,25000,4,1,1,2018,2694,5,18,60000
1615,36006,4,1,1,2018,2967,7,9,90700
1855,94264,4,1,2,2010,1086,5,9,19100
217,14976,4,1,1,2022,1197,5,18,60800
730,163605,4,1,1,2017,2967,5,4,22100
682,44000,4,0,2,2019,1198,7,29,310000
1132,68000,1,0,3,2011,1950,5,0,99500
1819,38000,4,1,1,2011,1248,5,9,22500
1413,65000,4,1,1,2019,2179,5,18,65000
1140,43000,1,0,2,2014,1950,5,0,187500
120,80000,4,1,3,2015,1950,5,8,36000
278,24000,1,0,2,2020,1991,5,20,390000
205,90000,1,1,1,2018,1997,5,18,60000
1310,25000,1,1,1,2016,4367,7,17,100000
713,24000,1,0,1,2020,1998,5,20,565000
720,13000,1,0,1,2021,1968,7,20,890000
712,15000,4,0,1,2021,1997,7,20,610000
648,9900,1,0,1,2021,1582,5,11,740000
1201,68500,1,0,1,2019,2998,7,14,19000000
1693,7600,4,0,1,2022,2179,5,1,745000
1128,76000,1,0,2,2016,1462,5,0,147500
1729,120000,1,1,2,2013,2523,7,17,45000
1576,120000,1,1,2,2016,2487,5,9,52000
1700,39000,4,0,1,2019,2497,5,1,11500000
1301,88000,1,1,1,2017,2982,7,17,112500
738,2000,4,0,1,2022,998,7,18,145000
245,40000,1,1,1,2019,2143,5,17,75000
293,20000,4,0,1,2019,2179,5,29,409000
514,110000,4,0,2,2006,1248,5,20,50000
690,80000,1,1,3,2011,1598,5,29,85000
1793,110000,4,1,3,2008,1950,8,18,10000
719,49000,1,0,1,2017,1498,5,20,440000
1250,145000,1,1,3,2013,998,5,28,32000
619,40000,1,1,2,2012,2494,5,18,50000
1543,100000,4,1,3,2010,1995,5,30,12500
525,17000,1,0,1,2020,1396,5,20,580000
1105,100000,1,1,1,2015,1198,7,30,49000
1667,100000,4,1,1,2011,1396,4,18,19000
864,120000,1,1,2,2013,1950,8,29,60000
1687,19000,1,0,1,2021,1997,5,1,600000
1886,60000,1,1,2,2017,796,7,9,65000
1002,25000,4,1,1,2018,2179,5,23,40000
853,100000,1,1,1,2012,1997,5,28,18500
717,24900,1,0,1,2021,1498,7,20,715000
1293,70000,1,1,1,2015,1120,5,17,100000
30,70000,4,1,1,2014,999,7,18,20000
1294,100000,1,1,2,2006,4461,8,17,35000
1712,7500,4,0,1,2020,1248,5,11,470000
229,110000,1,1,1,2020,2982,5,17,58000
1758,70000,1,1,2,2015,2494,5,9,31000
954,35000,4,1,1,2021,1993,5,26,75000
964,56000,1,0,1,2018,1199,5,29,15800000
1417,74200,1,1,2,2017,1047,5,18,53500
694,120000,1,1,2,2016,998,5,29,150000
861,169000,1,1,3,2007,2925,7,29,30000
272,4000,1,0,1,2022,796,7,20,620000
1104,90000,1,1,3,2010,1086,5,30,13000
1483,120000,1,1,1,2017,1461,5,28,30000
39,70000,4,1,2,2009,2925,5,18,11500
1217,13000,1,0,2,2014,814,5,20,477500
102,70000,4,1,3,2004,1582,5,18,70000
1284,60000,4,0,4,2004,1197,4,9,90000
972,110000,1,1,3,2015,2993,5,26,45000
726,15000,1,0,2,2020,1197,7,20,11700000
528,30000,4,1,1,2013,796,5,9,17500
1576,115000,1,1,2,2015,796,7,9,70000
211,15000,4,1,1,2019,2967,5,18,65000
1698,25000,1,0,1,2020,1396,7,1,830000
813,80000,4,0,1,2018,2523,5,18,50000
35,29000,4,1,1,2002,1197,7,18,84000
89,70000,4,1,1,2019,2987,5,18,30000
1141,65000,1,0,1,2017,999,7,0,460000
1841,110000,1,1,4,2009,2523,5,9,20000
243,100000,1,1,4,2012,1995,5,17,34000
198,60000,4,1,1,2018,2494,5,18,55000
724,45000,1,0,2,2016,1248,5,20,595000
1466,5000,4,1,1,2022,1396,5,30,130000
245,60000,1,1,2,2014,2143,5,17,47000
12,29000,1,0,1,2019,1396,5,1,480000
858,200000,1,1,2,2012,1405,5,29,42500
1435,110000,1,1,1,2015,1498,5,18,35000
853,120000,1,1,1,2015,1950,5,28,24000
719,45000,1,0,1,2019,2925,5,20,560000
846,25000,4,1,1,2009,1968,7,28,11500
851,80000,1,1,2,2006,998,5,28,70000
548,70000,1,1,1,2018,2995,5,7,65000
277,11000,4,0,1,2021,1493,5,20,479000
722,12000,1,0,1,2021,1598,5,20,10400000
63,40000,1,0,2,2016,998,5,0,249000
1663,7500,4,1,1,2021,1998,5,18,52100
1199,40000,4,0,1,2019,796,5,14,19200000
239,50000,1,1,1,2018,1248,7,17,60000
1541,80000,1,1,2,2010,1998,5,30,25000
302,40000,4,1,1,2017,1995,5,18,34600
1704,7000,4,0,1,2022,1493,5,31,685000
32,60000,3,1,3,2010,1799,7,18,70000
1437,40000,1,1,1,2018,1197,5,18,60000
485,70000,1,1,4,2013,2987,5,3,20000
1681,25000,1,0,1,2019,999,5,1,300000
1460,120000,1,1,1,2016,1298,5,17,49000
401,100000,4,1,3,2011,1198,5,8,20000
1817,50000,4,1,1,2009,2143,5,9,15000
734,12000,1,0,1,2016,796,5,19,660000
1513,25000,4,1,1,2019,1248,5,26,55000
626,20000,4,1,1,2007,1396,5,18,12000
120,80000,4,1,4,2016,2967,5,8,26000
267,37000,1,0,2,2015,1248,5,20,215000
103,80000,4,1,1,2012,1197,5,18,16100
1431,120000,1,1,2,2010,796,5,18,20000
843,90000,1,1,2,2011,1991,7,28,75000
297,50000,1,0,1,2016,1499,5,24,580000
1434,80000,1,1,2,2013,1396,5,18,30000
1834,120000,4,1,2,2011,2179,5,9,20000
1077,10000,4,1,1,2018,1997,5,18,25000
521,8900,4,0,1,2021,1298,5,20,670000
172,15000,1,1,1,2021,1197,7,7,85000
1853,100000,1,1,2,2015,796,5,9,45000
1744,70000,1,1,2,2014,1950,5,17,70000
1207,19500,4,0,1,2020,2609,7,14,11400000
1415,85000,4,1,1,2009,1248,5,18,30000
1440,43000,4,1,1,2019,1248,5,18,54500
100,70000,4,1,1,2010,4461,8,18,10000
277,28000,4,0,1,2019,796,5,20,425000
1295,90000,1,1,2,2009,1199,5,17,31000
1435,128000,1,1,4,2008,2179,5,18,17000
1628,80000,1,1,2,2017,1998,5,18,69500
964,27000,1,0,1,2019,1199,4,29,16900000
85,50000,4,1,2,2017,1198,5,18,25000
1488,40000,4,1,1,2019,1120,5,28,45400
1296,80000,1,1,1,2006,1998,5,17,11000
1685,10000,4,0,1,2021,1493,5,1,400000
110,30000,4,1,1,2021,1248,5,28,70000
727,110000,4,1,2,2017,796,5,4,27000
1759,90000,1,1,2,2014,2400,5,9,29000
2,40000,4,0,2,2017,1197,7,21,345000
1555,60000,1,1,1,2020,1197,5,9,95000
1628,80000,1,1,3,2017,1197,5,18,70000
103,110000,4,1,2,2009,1999,5,18,12000
1706,34000,1,0,1,2019,1299,5,31,545000
1411,35000,4,1,1,2021,998,5,18,65000
633,60000,4,1,1,2019,1086,5,29,55000
770,90000,4,1,1,2017,1086,5,9,40000
1195,38000,1,0,1,2020,999,5,14,487500
823,45000,4,1,2,2007,998,5,7,50000
1648,120000,4,1,1,2005,1248,5,18,75000
1275,70000,4,1,2,2010,2925,5,9,10500
1826,111408,4,1,1,2011,814,5,9,18000
541,70000,4,1,2,2013,796,5,7,31300
302,80000,4,1,3,2015,999,7,18,20500
1630,80000,1,1,1,2017,1197,5,18,68000
1218,1400,1,0,1,2022,1493,5,20,17700000
537,60000,4,1,2,2014,1462,7,9,19500
105,80000,4,1,4,2008,1196,5,18,80000
941,15000,4,0,1,2019,1396,5,26,30000
1773,90000,4,1,1,2019,2179,5,9,46500
470,56040,1,1,1,2020,1086,5,9,108500
614,69305,4,1,1,2021,1248,7,18,84900
677,66974,4,1,3,2014,1396,5,7,23500
853,227904,1,1,1,2014,796,7,28,14000
1303,40670,1,1,1,2021,2179,5,17,171100
1268,17535,4,1,1,2020,1248,5,9,43600
1240,80243,1,1,2,2018,2982,5,18,75000
855,61549,1,1,1,2014,1198,5,28,20200
85,89345,4,1,2,2014,1198,5,18,17000
1312,95790,1,1,1,2019,1799,8,17,130300
1435,77173,1,1,1,2015,1198,5,18,42500
696,169917,1,1,2,2013,1086,5,29,117500
258,46224,4,1,1,2015,2494,5,8,33700
1001,23947,4,1,1,2017,1197,5,23,39600
403,50546,4,1,2,2008,1172,5,8,18000
133,61229,4,1,1,2015,999,5,8,32000
1823,85122,3,1,3,2011,1120,5,9,17600
871,46286,1,1,1,2014,814,5,29,71800
217,8110,4,1,1,2020,1086,5,18,58700
773,64712,4,1,2,2015,998,5,5,21800
941,52698,4,0,1,2017,799,5,26,29700
759,120797,1,1,2,2016,1462,5,9,29000
532,39109,4,1,1,2017,796,7,9,26800
1814,21046,4,1,1,2009,1364,5,9,14900
1667,34794,4,1,1,2014,1498,5,18,26300
948,33614,4,1,1,2018,2179,7,26,30500
350,9630,4,1,1,2022,1248,5,18,95000
103,72153,4,1,3,2011,1956,5,18,11000
1090,78172,1,1,1,2019,1462,5,29,56500
390,64313,1,1,1,2018,1364,5,8,79200
1740,74787,1,1,1,2020,1248,5,17,156200
1418,92045,1,1,1,2019,998,5,18,67100
415,48259,1,1,3,2018,814,4,12,120300
618,21197,4,1,1,2019,1497,7,18,74100
645,13814,1,1,1,2012,1451,5,29,34000
205,85890,1,1,1,2015,624,5,18,45400
1650,101935,4,1,1,2010,999,5,18,13300
531,26012,4,1,1,2018,1497,7,9,28300
367,117699,4,1,2,2012,1197,7,8,31300
794,31437,4,1,2,2021,999,7,16,180700
1027,14458,4,0,1,2015,2494,5,28,14400
1507,55744,4,1,1,2019,2179,5,26,50200
386,10411,4,1,1,2015,1198,5,8,54500
1412,43627,4,1,1,2019,1197,7,18,61100
940,31306,4,0,1,2017,1995,5,26,23500
869,308768,1,1,2,2015,1197,5,29,65300
1746,55209,1,0,1,2018,1462,5,17,123500
728,18732,4,1,1,2017,1198,5,4,30400
768,30273,0,1,1,2021,1197,5,9,74100
1692,29000,1,0,1,2019,1591,5,1,565000
748,47841,4,1,1,2018,1248,5,9,46200
614,3707,4,1,1,2020,999,5,18,84900
133,104596,4,1,1,2016,1248,7,8,37900
1825,60162,4,1,1,2013,799,5,9,26300
459,72434,4,1,1,2015,998,5,9,78000
1434,96906,1,1,3,2012,2755,5,18,27000
937,4603,4,0,1,2020,1497,5,26,44500
1435,63740,1,1,2,2014,1396,5,18,37000
947,53827,4,1,1,2016,1197,5,26,24900
1349,13997,4,1,1,2021,1299,7,13,103700
686,120949,1,1,2,2017,1248,5,29,198000
387,42189,4,1,1,2017,1086,5,8,64400
1846,34341,1,1,1,2012,1493,6,9,28300
767,18881,4,1,1,2020,993,5,9,65900
822,127335,4,1,2,2009,1248,5,7,72494
1623,26201,1,1,1,2019,1462,7,18,75000
1826,107263,4,1,1,2014,998,5,9,24800
239,58245,1,1,1,2017,1499,7,17,61300
1798,142740,4,1,2,2006,2755,5,18,50718
1435,51755,1,1,1,2015,1193,7,18,42500
1719,84284,4,1,1,2020,2179,5,18,95400
1650,94087,4,1,1,2015,998,5,18,27600
665,56292,4,1,1,2011,2393,5,7,27800
685,91604,1,1,2,2020,2179,5,29,293200
1806,56290,4,1,1,2015,1248,5,28,26600
1749,41086,1,1,4,2015,1364,7,17,60100
97,38137,4,1,1,2016,1197,5,18,26000
884,11724,1,0,1,2022,1120,5,29,221600
1249,111023,1,1,4,2016,2198,5,28,52900
1255,63936,1,1,1,2013,1461,5,3,25400
639,229289,1,1,1,2013,1497,5,29,29600
1831,21292,4,1,1,2017,1396,5,9,56300
758,99561,1,1,1,2016,1193,5,9,34800
592,103066,1,0,2,2016,998,5,7,133800
490,102141,1,1,2,2014,1498,5,26,36200
557,49320,4,1,1,2017,796,5,7,63500
853,43239,1,1,1,2015,1497,5,28,17200
845,112051,0,1,1,2017,1199,5,28,24700
312,7999,4,0,2,2017,5461,4,18,34600
546,86269,1,1,1,2013,1197,5,7,38100
105,15166,4,1,1,2010,3996,5,18,12000
1500,25882,2,0,1,2019,1582,5,28,63100
354,57209,4,0,1,2009,1950,5,8,26900
482,94848,1,1,3,2013,1061,5,30,33800
705,47000,4,0,2,2017,1950,5,20,15200000
1773,9669,4,1,1,2018,1956,5,9,47900
1087,10000,4,0,1,2019,1061,5,24,17500000
1578,111246,1,1,3,2014,1991,5,9,41100
522,44000,1,0,1,2017,1396,7,20,440000
1669,55118,4,1,1,2010,1197,5,18,14300
522,39000,1,0,1,2017,2393,5,20,435000
780,128924,1,1,1,2021,1197,5,28,119100
1646,55842,4,1,1,2010,998,5,18,10600
712,32000,4,0,1,2020,1582,5,20,565000
1843,96732,1,1,1,2012,1493,5,9,28500
754,38370,4,1,1,2014,1248,5,9,33300
883,126401,1,1,2,2017,998,5,29,90600
1849,44357,4,1,2,2017,1197,7,9,51400
1650,60545,4,1,1,2013,1120,5,18,22300
1578,132004,1,1,3,2012,2179,5,9,31700
1333,7000,1,1,1,2021,1248,8,13,132500
1627,36096,1,1,1,2019,1197,5,18,80500
1663,9264,4,1,1,2021,2494,5,18,52300
755,112870,4,1,1,2013,1198,8,9,25800
1759,56522,1,1,2,2014,998,5,9,29700
1304,74206,1,1,1,2018,2393,5,17,125100
1408,70000,1,1,1,2018,1047,5,18,66500
1832,50924,4,1,2,2018,1197,5,9,56300
871,55681,1,1,1,2015,998,5,29,77400
1042,13308,4,1,1,2019,998,7,28,64600
1792,27420,4,1,1,2011,1248,5,18,16700
887,143696,1,1,1,2018,1999,4,29,150500
1483,117792,1,1,1,2017,2995,6,28,37400
1394,47131,4,0,1,2017,1991,5,18,51900
1653,104155,0,1,1,2012,1950,8,18,19500
39,54573,4,1,1,2011,1498,5,18,16000
207,84143,1,1,3,2019,2494,7,18,58800
1196,46000,1,0,1,2019,1199,5,14,480000
1142,28000,4,0,1,2021,4134,5,0,10200000
276,30000,4,0,1,2019,998,5,20,680000
1522,47000,1,0,2,2019,1197,5,20,590000
570,46029,1,1,1,2021,1396,7,7,73500
871,205479,1,1,2,2016,1248,5,29,78000
1060,39353,4,0,1,2020,2755,7,28,99900
1139,80087,1,0,3,2011,1950,5,0,172600
1349,14067,4,1,1,2021,1462,5,13,106200
211,13341,4,1,1,2021,1197,5,18,66900
1853,59326,1,1,2,2017,1798,5,9,57400
1435,71093,1,1,1,2014,1197,5,18,35100
688,94000,1,0,1,2018,796,7,29,320000
523,13000,1,0,1,2021,1956,5,20,747500
624,29267,4,1,1,2019,2179,5,18,94600
1394,9695,4,0,1,2019,1199,5,18,71600
442,49470,4,1,1,2016,1956,5,29,88300
1528,27334,4,0,1,2016,1186,5,30,73100
85,35275,4,1,1,2016,1497,5,18,26800
422,32365,1,0,1,2020,1497,5,12,221300
811,57366,1,1,1,2017,1199,5,28,102100
112,30972,4,1,1,2020,1956,7,28,73000
427,63641,1,1,2,2018,1248,7,12,117800
742,36171,1,1,1,2018,2179,6,9,52000
395,33851,4,0,1,2017,1373,5,8,95000
387,73414,4,1,1,2015,1198,5,8,60800
1488,65938,4,1,1,2017,796,5,28,43100
805,27122,1,1,1,2020,1461,7,16,173000
207,73994,1,1,2,2017,1497,5,18,55500
1252,65779,1,1,1,2016,1493,5,28,76900
605,51239,4,1,1,2018,1396,5,18,78600
930,70222,4,1,1,2017,1086,5,17,36600
89,3415,4,1,1,2021,1086,7,18,41200
1472,110000,1,1,1,2014,1199,5,23,42000
354,80000,4,0,3,2008,2179,5,8,20000
240,150000,1,1,1,2017,1199,5,17,60000
1858,97000,1,1,2,2015,1248,5,9,54000
1813,80000,4,1,3,2009,2967,7,9,22500
1813,25000,4,1,1,2011,1197,5,9,18000
1103,60000,1,1,2,2012,2494,4,30,27000
1033,80000,1,1,1,2013,1396,5,28,32500
224,100000,4,1,2,2017,796,5,3,19500
1409,30000,1,1,1,2015,2993,5,18,46000
296,120000,1,0,2,2011,1248,5,24,220000
1439,110000,4,1,4,2011,1197,5,18,21000
875,120000,1,1,3,2013,1461,5,29,55000
842,110000,1,1,1,2016,998,4,28,11300
34,80000,4,1,2,1999,1997,5,18,35000
1695,150000,1,0,1,2014,1997,5,1,200000
1408,80000,1,1,3,2016,1248,5,18,56000
1771,10000,4,1,1,2019,1582,5,9,39400
490,120000,1,1,1,2015,1197,5,26,40000
1663,5000,4,1,1,2022,1248,5,18,56000
17,90000,4,0,2,2012,1086,5,1,90000
1480,20000,4,0,1,2020,1462,5,17,137500
1436,100000,1,1,3,2010,1086,7,18,23500
1578,120000,1,1,1,2013,2179,5,9,36500
